schema,commit,policy,messages,frequency_hz,samples,p50_ns,p95_ns,p99_ns,throughput_msg_s,lost,duplicates,duration_ns,audit_difference,out_of_order
minicyber_autodrive_v1,72853c9534ff4b2e1451c989c268af175175a1c5,classic,1000,100,1000,1067722,2042769,3058242,100.125,0,0,9987546331,0,0
