schema,commit,policy,messages,frequency_hz,samples,p50_ns,p95_ns,p99_ns,throughput_msg_s,lost,duplicates,duration_ns,audit_difference,out_of_order
minicyber_autodrive_v1,0d59e73f5382f404dbd557d3b9d87156bab5638a,choreography,1000,100,1000,1209867,2021501,2166072,100.109,0,0,9989094811,0,0
